,AC-mean,AC-10_moving_average,AC-se,AC-upper,AC-lower,HRS-mean,HRS-10_moving_average,HRS-se,HRS-upper,HRS-lower,RRS-mean,RRS-10_moving_average,RRS-se,RRS-upper,RRS-lower,NRSmean,NRS-10_moving,NRS-se,NRS-upper,NRS-lower,,,,,,,,,
193,3625.94,3535.392222,379.2877717,3914.6799937,3156.1044503,2831.34,2702.368571,379.9828415,3082.3514125,2322.3857295,4227.29,4131.845714,419.3738653,4551.2195793,3712.4718487,3422.29411764705,3692.12885154061,357.018503120231,4049.14735466084,3335.11034842038,,,,,,,,,
194,3767.65,3511.353333,397.2490348,3908.6023678,3114.1042982,2946.99,2680.873333,375.4017572,3056.2750902,2305.4715758,4333.48,4115.938333,416.4825332,4532.4208662,3699.4557998,3812.36274509803,3737.10130718954,391.381490032358,4128.4827972219,3345.71981715718,,,,,,,,,
195,3980.06,3447.431111,391.0015936,3838.4327046,3056.4295174,2713.66,2627.65,361.6255271,2989.2755271,2266.0244729,3774.03,4072.43,401.6874577,4474.1174577,3670.7425423,4011.48039215686,3722.04901960784,369.759765867152,4091.80878547499,3352.28925374069,,,,,,,,,
196,3232.16,3387.718889,383.1329197,3770.8518087,3004.5859693,2421.17,2606.1475,351.6124458,2957.7599458,2254.5350542,4264.67,4147.03,420.4284964,4567.4584964,3726.6015036,3954.31372549019,3649.69117647058,406.184939540658,4055.87611601124,3243.50623692992,,,,,,,,,
197,3534.13,3393.906667,390.4078738,3784.3145408,3003.4987932,2703.29,2667.806667,375.7798598,3043.5865268,2292.0268072,3887.75,4107.816667,403.3775818,4511.1942488,3704.4390852,3717.05882352941,3548.15032679738,389.855709223963,3938.00603602134,3158.29461757342,,,,,,,,,
198,3792.13,3437.58,394.4137251,3831.9937251,3043.1662749,2709.51,2650.065,366.5678422,3016.6328422,2283.4971578,3961.63,4217.85,404.1710575,4622.0210575,3813.6789425,3593.17647058823,3463.69607843137,374.305606843971,3838.00168527534,3089.3904715874,,,,,,,,,
199,3319.31,3460.947778,380.4835943,3841.4313723,3080.4641837,2590.62,2590.62,363.2720652,2953.8920652,2227.3479348,4474.07,4474.07,425.8419705,4899.9119705,4048.2280295,3334.2156862745,3334.2156862745,355.347561401473,3689.56324767597,2978.86812487303,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,3065.72,,368.9769023,,,,,,,,,,,,,,,,,,,,,,,,,,
201,3501.43,,382.4019862,,,,,,,,,,,,,,,,,,,,,,,,,,
202,3409.59,,384.0409083,,,,,,,,,,,,,,,,,,,,,,,,,,
203,3192.35,,391.6299129,,,,,,,,,,,,,,,,,,,,,,,,,,
204,3442.65,,401.7050713,,,,,,,,,,,,,,,,,,,,,,,,,,
205,3287.85,,380.4333159,,,,,,,,,,,,,,,,,,,,,,,,,,
206,3927.19,,412.1788237,,,,,,,,,,,,,,,,,,,,,,,,,,
207,4002.44,,408.5578868,,,,,,,,,,,,,,,,,,,,,,,,,,
208,3615.92,,402.2048679,,,,,,,,,,,,,,,,,,,,,,,,,,
209,3562.96,,397.9962555,,,,,,,,,,,,,,,,,,,,,,,,,,
210,3530.57,,400.1967897,,,,,,,,,,,,,,,,,,,,,,,,,,
211,3703.64,,410.5024647,,,,,,,,,,,,,,,,,,,,,,,,,,
212,3481.47,,392.4619073,,,,,,,,,,,,,,,,,,,,,,,,,,
213,3542.57,,382.4901503,,,,,,,,,,,,,,,,,,,,,,,,,,
214,3732.87,,414.1672082,,,,,,,,,,,,,,,,,,,,,,,,,,
215,3621.5,,404.354714,,,,,,,,,,,,,,,,,,,,,,,,,,
216,3639.69,,398.2372013,,,,,,,,,,,,,,,,,,,,,,,,,,
217,2686.2,,361.5175451,,,,,,,,,,,,,,,,,,,,,,,,,,
218,3110.2,,386.0537297,,,,,,,,,,,,,,,,,,,,,,,,,,
219,3422.45,,388.2586546,,,,,,,,,,,,,,,,,,,,,,,,,,
220,3545.03,,389.8748536,,,,,,,,,,,,,,,,,,,,,,,,,,
221,3724.55,,405.9794055,,,,,,,,,,,,,,,,,,,,,,,,,,
222,3114.02,,361.1162159,,,,,,,,,,,,,,,,,,,,,,,,,,
223,3331.71,,382.3506766,,,,,,,,,,,,,,,,,,,,,,,,,,
224,3185.19,,375.2211675,,,,,,,,,,,,,,,,,,,,,,,,,,
225,3442.03,,403.3043103,,,,,,,,,,,,,,,,,,,,,,,,,,
226,3525.68,,394.3844317,,,,,,,,,,,,,,,,,,,,,,,,,,
227,3355.52,,398.1723558,,,,,,,,,,,,,,,,,,,,,,,,,,
228,3756.14,,393.466841,,,,,,,,,,,,,,,,,,,,,,,,,,
229,3842.83,,404.4643314,,,,,,,,,,,,,,,,,,,,,,,,,,
230,3560.67,,389.2958153,,,,,,,,,,,,,,,,,,,,,,,,,,
231,3194.79,,380.2824945,,,,,,,,,,,,,,,,,,,,,,,,,,
232,3588.32,,393.7653583,,,,,,,,,,,,,,,,,,,,,,,,,,
233,3363.9,,393.548557,,,,,,,,,,,,,,,,,,,,,,,,,,
234,2827.52,,353.8264779,,,,,,,,,,,,,,,,,,,,,,,,,,
235,3247.89,,378.5858827,,,,,,,,,,,,,,,,,,,,,,,,,,
236,3341.08,,379.1459663,,,,,,,,,,,,,,,,,,,,,,,,,,
237,2727.55,,341.5147102,,,,,,,,,,,,,,,,,,,,,,,,,,
238,3549.92,,394.7161711,,,,,,,,,,,,,,,,,,,,,,,,,,
239,3135.23,,376.4825903,,,,,,,,,,,,,,,,,,,,,,,,,,
240,3112.13,,379.3930367,,,,,,,,,,,,,,,,,,,,,,,,,,
241,3005.1,,375.8568835,,,,,,,,,,,,,,,,,,,,,,,,,,
242,3286.83,,380.8324642,,,,,,,,,,,,,,,,,,,,,,,,,,
243,3163.21,,371.0650281,,,,,,,,,,,,,,,,,,,,,,,,,,
244,3337.77,,380.646232,,,,,,,,,,,,,,,,,,,,,,,,,,
245,3118.75,,363.3141925,,,,,,,,,,,,,,,,,,,,,,,,,,
246,2941.56,,360.6237323,,,,,,,,,,,,,,,,,,,,,,,,,,
247,3550.23,,397.5042025,,,,,,,,,,,,,,,,,,,,,,,,,,
248,3297.68,,386.2134177,,,,,,,,,,,,,,,,,,,,,,,,,,
249,2915.81,,369.4537499,,,,,,,,,,,,,,,,,,,,,,,,,,
